genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,backdrop_path,cast,crew,keywords
"[""Documentary""]",352208,tt4897822,Where to Invade Next,"Academy Award-winning director Michael Moore returns with what may be his most provocative and hilarious film yet: Moore tells the Pentagon to ""stand down"" — he will do the invading for America from now on.",/58gW2Uty2cAsgBgwC58vT2Z9SVt.jpg,12/23/2015,0,120,"[""English""]",Prepare to be liberated,Where to Invade Next,7.3,153,/u0MkKzk3WwfrV7GgRTXVoFTP5TA.jpg,"[""Michael Moore"", ""Krista Kiuru"", ""Tim Walker""]","[""Michael Moore"", ""Rod Birleson"", ""Carl Deal"", ""Tia Lessin"", ""Michael Moore"", ""Mark Shapiro"", ""Will Staeger""]","[""germany"", ""italy"", ""france"", ""usa"", ""portugal"", ""africa"", ""norway"", ""europe"", ""revolution"", ""iceland"", ""working class"", ""political"", ""inequality"", ""finland"", ""political satire"", ""welfare"", ""tunisia"", ""slovenia"", ""infotainment"", ""welfare states"", ""economic inequality""]"
"[""Thriller""]",306947,tt2400463,The Invitation,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",/4gxZW8AHg9kIOh5BgaSrq5gO1KB.jpg,8/5/2015,231737,100,"[""English""]",There is nothing to be afraid of,The Invitation,6.4,486,/rWGMZiq7ZsAtnAhzWDawxyPjLN6.jpg,"[""Michiel Huisman"", ""Logan Marshall-Green"", ""Tammy Blanchard"", ""Mike Doyle"", ""John Carroll Lynch"", ""Karl Yune"", ""Toby Huss"", ""Michelle Krusiec"", ""Emayatzy Corinealdi"", ""Marieh Delfino"", ""Lindsay Burdge"", ""Aiden Lovekamp"", ""Jordi Vilasuso"", ""Jay Larson"", ""Danielle Camastra"", ""Trish Gates""]","[""Karyn Kusama"", ""Phil Hay"", ""Matt Manfredi"", ""Martha Griffin"", ""Nick Spicer""]","[""suicide"", ""psychological thriller"", ""woman director"", ""reunited friends"", ""dinner party"", ""mumblegore"", ""old friends reunited""]"
"[""Comedy"", ""Drama"", ""Mystery""]",270487,tt0475290,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,2/5/2016,63647656,106,"[""English""]",Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1338,/zIUigIht3f9osNGyleF6B3jBbl7.jpg,"[""Josh Brolin"", ""George Clooney"", ""Alden Ehrenreich"", ""Ralph Fiennes"", ""Scarlett Johansson"", ""Tilda Swinton"", ""Channing Tatum"", ""Frances McDormand"", ""Jonah Hill"", ""Veronica Osorio"", ""Heather Goldenhersh"", ""Alison Pill"", ""Max Baker"", ""Fisher Stevens"", ""Patrick Fischler"", ""Tom Musgrave"", ""David Krumholtz"", ""Greg Baldwin"", ""Patrick Carroll"", ""Fred Melamed"", ""John Bluthal"", ""Alex Karpovsky"", ""Armazd Stepanian"", ""Allan Havey"", ""Robert Pike Daniel"", ""Robert Picardo"", ""Ian Blackman"", ""Geoffrey Cantor"", ""Christopher Lambert"", ""Robert Trebor"", ""Michael Yama"", ""Ming Zhao"", ""Helen Siff"", ""Basil Hoffman"", ""Luke Spencer Roberts"", ""Ralph P. Martin"", ""James Austin Johnson"", ""Noah Baron"", ""Timm Perry"", ""Noel Conlon"", ""Natasha Bassett"", ""Richard Abraham"", ""Jon Daly"", ""Dennis Cockrum"", ""Clancy Brown"", ""Mather Zickel"", ""Tiffany Lonsdale"", ""Clement von Franckenstein"", ""Wayne Knight"", ""Jeff Lewis"", ""Kyle Bornheimer"", ""Josh Cooke"", ""Peter Jason"", ""Stephen Ellis"", ""Jillian Armenante"", ""Jacob Witkin"", ""Jack Huston"", ""Agyness Deyn"", ""Emily Beecham"", ""Benjamin Beatty"", ""J.R. Horne"", ""Caitlin Muelder"", ""E.E. Bell"", ""Kate Morgan Chadwick"", ""Brian Jones"", ""Peter Banifaz"", ""Clifton Samuels"", ""K.C. Reischerl"", ""Jeremy Davis"", ""Marcos Ochoa"", ""Colin Bradbury"", ""Ryan Breslin"", ""Tyler Hanes"", ""Casey Garvin"", ""Luke Hawkins"", ""Evan Kasprzak"", ""Patrick Lavallee"", ""Adam Perry"", ""Ryan Vandenboom"", ""Alex Demkin"", ""Dax Hock"", ""Shesha Marvin"", ""Mark Stuart"", ""Forrest Walsh"", ""Michael Gambon"", ""Tomoko Karina"", ""Dolph Lundgren""]","[""Joel Coen"", ""Joel Coen"", ""Ethan Coen"", ""Ethan Coen"", ""Tim Bevan"", ""Eric Fellner"", ""Robert Graf""]","[""journalist"", ""cat"", ""ransom"", ""kidnapping"", ""ancient rome"", ""movie in movie"", ""hollywood"", ""period drama""]"
"[""Horror"", ""Science Fiction""]",335866,tt3118452,Circle,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,/hbIL53MdZFJXsgxXaSOVuApWTs8.jpg,10/2/2015,0,87,"[""English""]",In here… everything gets you killed.,Circle,6,342,/siaFJwm0uXxkZJFEUSB6rumFpiM.jpg,"[""Julie Benz"", ""Carter Jenkins"", ""Cesar Garcia"", ""Mercy Malick"", ""Lisa Pelikan"", ""Molly Jackson"", ""Sara Sanderson"", ""Michael Nardelli"", ""Lawrence Kao"", ""Fay DeWitt"", ""Kurt Long"", ""Kevin Sheridan"", ""Matt Corboy"", ""Kaiwi Lyman"", ""Jordi Vilasuso""]","[""Aaron Hann"", ""Mario Miscione""]","[""survival"", ""execution"", ""stranger"", ""no memory""]"
"[""Comedy"", ""Crime"", ""Drama"", ""Romance"", ""Thriller""]",4912,tt0270288,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,12/30/2002,33013805,113,"[""English""]",Some things are better left top secret.,Confessions of a Dangerous Mind,6.6,281,/uS03jRk64ZFFtpKNAhLppXa1nKP.jpg,"[""Sam Rockwell"", ""Drew Barrymore"", ""Julia Roberts"", ""Rutger Hauer"", ""Brad Pitt"", ""Matt Damon"", ""George Clooney"", ""Jerry Weintraub"", ""Maggie Gyllenhaal"", ""Michael Cera"", ""Michael Ensign"", ""Jennifer Hall"", ""David Julian Hirsh"", ""Rachelle Lefevre"", ""Sean Tucker"", ""Ilona Elkin"", ""Andy Quesnel"", ""Krista Allen"", ""Jaye P. Morgan"", ""Dick Clark"", ""Michelle Sweeney"", ""Anna Silk"", ""Richard Kind"", ""Steve Adams"", ""Dino Tosques"", ""Linda Tomassone""]","[""Bob Weinstein"", ""Harvey Weinstein"", ""George Clooney"", ""Steven Soderbergh"", ""Jonathan Gordon"", ""Rand Ravich"", ""Andrew Lazar"", ""Stephen Evans""]","[""microfilm"", ""biography"", ""silencer"", ""intrigue""]"
"[""Comedy"", ""Crime"", ""Drama"", ""Romance"", ""Thriller""]",4912,tt0270288,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,12/30/2002,33013805,113,"[""English""]",Some things are better left top secret.,Confessions of a Dangerous Mind,6.6,281,/uS03jRk64ZFFtpKNAhLppXa1nKP.jpg,"[""Sam Rockwell"", ""Drew Barrymore"", ""Julia Roberts"", ""Rutger Hauer"", ""Brad Pitt"", ""Matt Damon"", ""George Clooney"", ""Jerry Weintraub"", ""Maggie Gyllenhaal"", ""Michael Cera"", ""Michael Ensign"", ""Jennifer Hall"", ""David Julian Hirsh"", ""Rachelle Lefevre"", ""Sean Tucker"", ""Ilona Elkin"", ""Andy Quesnel"", ""Krista Allen"", ""Jaye P. Morgan"", ""Dick Clark"", ""Michelle Sweeney"", ""Anna Silk"", ""Richard Kind"", ""Steve Adams"", ""Dino Tosques"", ""Linda Tomassone""]","[""George Clooney"", ""Andrew Lazar"", ""Bob Weinstein"", ""Harvey Weinstein"", ""Rand Ravich"", ""Jonathan Gordon"", ""Stephen Evans"", ""Steven Soderbergh""]","[""microfilm"", ""biography"", ""silencer"", ""intrigue""]"
"[""Comedy"", ""Crime"", ""Drama"", ""Romance"", ""Thriller""]",4912,tt0270288,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,12/30/2002,33013805,113,"[""English""]",Some things are better left top secret.,Confessions of a Dangerous Mind,6.6,281,/uS03jRk64ZFFtpKNAhLppXa1nKP.jpg,"[""Sam Rockwell"", ""Drew Barrymore"", ""Julia Roberts"", ""Rutger Hauer"", ""Brad Pitt"", ""Matt Damon"", ""George Clooney"", ""Jerry Weintraub"", ""Maggie Gyllenhaal"", ""Michael Cera"", ""Michael Ensign"", ""Jennifer Hall"", ""David Julian Hirsh"", ""Rachelle Lefevre"", ""Sean Tucker"", ""Ilona Elkin"", ""Andy Quesnel"", ""Krista Allen"", ""Jaye P. Morgan"", ""Dick Clark"", ""Michelle Sweeney"", ""Anna Silk"", ""Richard Kind"", ""Steve Adams"", ""Dino Tosques"", ""Linda Tomassone""]","[""Bob Weinstein"", ""Harvey Weinstein"", ""George Clooney"", ""Steven Soderbergh"", ""Jonathan Gordon"", ""Rand Ravich"", ""Andrew Lazar"", ""Stephen Evans""]","[""microfilm"", ""biography"", ""silencer"", ""intrigue""]"
"[""Comedy"", ""Crime"", ""Drama"", ""Romance"", ""Thriller""]",4912,tt0270288,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg,12/30/2002,33013805,113,"[""English""]",Some things are better left top secret.,Confessions of a Dangerous Mind,6.6,281,/uS03jRk64ZFFtpKNAhLppXa1nKP.jpg,"[""Sam Rockwell"", ""Drew Barrymore"", ""Julia Roberts"", ""Rutger Hauer"", ""Brad Pitt"", ""Matt Damon"", ""George Clooney"", ""Jerry Weintraub"", ""Maggie Gyllenhaal"", ""Michael Cera"", ""Michael Ensign"", ""Jennifer Hall"", ""David Julian Hirsh"", ""Rachelle Lefevre"", ""Sean Tucker"", ""Ilona Elkin"", ""Andy Quesnel"", ""Krista Allen"", ""Jaye P. Morgan"", ""Dick Clark"", ""Michelle Sweeney"", ""Anna Silk"", ""Richard Kind"", ""Steve Adams"", ""Dino Tosques"", ""Linda Tomassone""]","[""George Clooney"", ""Andrew Lazar"", ""Bob Weinstein"", ""Harvey Weinstein"", ""Rand Ravich"", ""Jonathan Gordon"", ""Stephen Evans"", ""Steven Soderbergh""]","[""microfilm"", ""biography"", ""silencer"", ""intrigue""]"
"[""Drama"", ""Thriller""]",304372,tt3862750,The Perfect Guy,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers his violent side that disrupts her life.",/k1U3ROFFCVbu9H63lKYMbXEHeJI.jpg,9/11/2015,60273173,100,"[""English""]","Trust one, fear the other.",The Perfect Guy,5.6,162,/dFdLszJppFerIo1UrLo7pl7fqmJ.jpg,"[""Michael Ealy"", ""Sanaa Lathan"", ""Моррис Честнат"", ""Kathryn Morris"", ""Rutina Wesley"", ""Holt McCallany"", ""Ronnie Gene Blevins"", ""Charles S. Dutton"", ""Stephanie Garvin"", ""Wilmer Calderon"", ""Michael Coons"", ""L. Scott Caldwell"", ""John Getz"", ""Tess Harper"", ""Jessica Parker Kennedy"", ""David Starzyk"", ""Gordon Clapp"", ""Duncan Joiner"", ""Julia Valentine Larson"", ""Patrick Daniel"", ""Lyndsey Doolen"", ""Michael Andrew Baker"", ""Jamal Duff"", ""Tyde Kierney"", ""Michael Panes"", ""Granville Ames"", ""Irene Choi"", ""Tripp Pickell"", ""Kelle Cantwell"", ""Jeff Davis"", ""Sarah Domin"", ""Lucas Lind"", ""Clint Jordan"", ""Shannon Lucio"", ""Kevin McNamara"", ""John Fortson""]","[""David M. Rosenthal"", ""Tommy Oliver"", ""Darryl Taja"", ""Wendy Rhoads"", ""Nicole Rocklin""]",[]
"[""Horror"", ""Western"", ""Adventure"", ""Drama""]",294963,tt2494362,Bone Tomahawk,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse.",/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,10/23/2015,0,132,"[""English""]",May the Lord have mercy and grant you a swift death,Bone Tomahawk,6.6,511,/orXMq2jZy8wFmePv7zXS2Kor7Ug.jpg,"[""Kurt Russell"", ""Patrick Wilson"", ""Matthew Fox"", ""Richard Jenkins"", ""Lili Simmons"", ""Evan Jonigkeit"", ""David Arquette"", ""Fred Melamed"", ""Sid Haig"", ""Maestro Harrell"", ""James Tolkan"", ""Kathryn Morris"", ""Zahn McClarnon"", ""Michael Emery"", ""Jeremy Tardy"", ""Michael Paré"", ""Sean Young"", ""Jamison Newlander"", ""Erick Chavarria"", ""Omar Leyva"", ""David Midthunder"", ""Raw Leiba"", ""Geno Segers"", ""Alex Meraz"", ""Robert Allen Mukes"", ""Brandon Molale"", ""Eddie Spears"", ""Jay Tavare""]","[""S. Craig Zahler"", ""Jack Heller"", ""Dallas Sonnier"", ""Jon D. Wagner"", ""Scott Fort"", ""David Gilbery"", ""Wayne Marc Godfrey"", ""Robert Jones""]","[""poison"", ""prisoner"", ""murder"", ""rifle"", ""gore"", ""native american"", ""decapitation"", ""redemption"", ""extreme violence"", ""violence"", ""cannibal"", ""captive"", ""capture"", ""cannibalism"", ""cave dwellers""]"
"[""Horror"", ""Thriller""]",146301,tt2473510,Paranormal Activity: The Ghost Dimension,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",/liH857ClOwCQ1cmdIh5DNUEgLmi.jpg,10/21/2015,78096553,88,"[""English""]",You can't save them. All you can do is watch.,Paranormal Activity: The Ghost Dimension,5,435,/xpBaLkidUkrPv0F1GJ2NAvWyslO.jpg,"[""Chris J. Murray"", ""Brit Shaw"", ""Ivy George"", ""Dan Gill"", ""Olivia Taylor Dudley"", ""Michael Krawic"", ""Chloe Csengery"", ""Jessica Tyler Brown"", ""Hallie Foote"", ""Mark Steger"", ""Don McManus"", ""Cara Pifko"", ""Aiden Lovekamp""]","[""Jason Blum"", ""Gregory Plotkin"", ""Oren Peli"", ""Steven R. Molen"", ""Steven Schneider""]","[""terror"", ""supernatural"", ""sequel"", ""demon"", ""found footage"", ""christmas"", ""3d""]"
"[""Drama""]",294016,tt3203606,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,/2RERIRnZkROSeHZAIf8PSxhzOqs.jpg,10/27/2015,8235661,124,"[""English""]",Are you now or have you ever been...,Trumbo,7.3,507,/5pi1fOWK3P8Q8IXhj9QeZCYfSnG.jpg,"[""Bryan Cranston"", ""Diane Lane"", ""Helen Mirren"", ""Elle Fanning"", ""Louis C.K."", ""John Goodman"", ""Michael Stuhlbarg"", ""David James Elliott"", ""Roger Bart"", ""Mark Harelik"", ""John Getz"", ""Alan Tudyk"", ""James DuMont"", ""Richard Portnow"", ""Adewale Akinnuoye-Agbaje"", ""Stephen Root"", ""Mattie Liptak"", ""Dean O'Gorman"", ""Garrett Hines"", ""Christian Berkel"", ""Dan Bakkedahl""]","[""Jay Roach"", ""Kevin Kelly Brown"", ""Monica Levinson"", ""Michael London"", ""Nimitt Mankad"", ""John McNamara"", ""Shivani Rawat"", ""Janice Williams"", ""Kelly Mullen""]","[""screenwriter"", ""communist"", ""biography"", ""film history"", ""hollywood"", ""writer"", ""father daughter relationship"", ""film industry"", ""communism"", ""blacklist"", ""mccarthyism"", ""1940s"", ""movie industry""]"
"[""Animation""]",227973,tt2452042,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",/dZOcwqxurYhDyjmdnhYcGnn1agL.jpg,11/5/2015,246233113,88,"[""English""]",The story of an underdog. And his dog.,The Peanuts Movie,6.5,608,/kbfPaXHnImSDSPgfmbbWjIDgwv8.jpg,"[""Noah Schnapp"", ""Bill Melendez"", ""Venus Schultheis"", ""Hadley Belle Miller"", ""Madisyn Shipman"", ""Francesca Capaldi"", ""Noah Johnston"", ""Alexander Garfin"", ""Mariel Sheets"", ""A.J. Tecce"", ""Marleik Mar Mar Walker"", ""Rebecca Bloom"", ""Anastasia Bredikhina"", ""William Wunsch""]","[""Steve Martino"", ""Paul Feig"", ""Bryan Schulz"", ""Craig Schulz"", ""Michael J. Travers"", ""Cornelius Uliano""]","[""based on comic"", ""family"", ""3d"", ""charlie brown"", ""snoopy""]"
"[""Comedy"", ""Drama"", ""Romance""]",306952,tt3282858,Naomi and Ely's No Kiss List,The bonds between Naomi and Ely are tested when they fall for the same guy.,/n8DH0vkVIaJthWowgdkeacmUUs3.jpg,9/18/2015,0,89,"[""English""]",She's just a girl who loves a boy who loves a boy.,Naomi and Ely's No Kiss List,5.9,272,/6kOBRJEThztsrELkAQ18lsxk4zo.jpg,"[""Victoria Justice"", ""Pierson Fode"", ""Matthew Daddario"", ""Ryan Ward"", ""Danny Flaherty"", ""Griffin Newman"", ""Kevin Abernethy"", ""Connor Antico"", ""Ali Skye Bennet"", ""Gary Betsworth"", ""Charles Cain"", ""AJ Cedeno"", ""Spike Christie"", ""Monique Coleman"", ""Maddie Corman"", ""Michael DeMello"", ""David Eggers"", ""Olamide Faison"", ""Najee Griffin"", ""Marianne Hagan"", ""Miki Hanta"", ""Cindy Ho"", ""Kevin Ho"", ""Lily James"", ""Dean Kapica"", ""Salma Khan"", ""Tural Manafov"", ""Gianna Marino"", ""Juliette Marotta"", ""Shane Mehigan"", ""Kurt Meier"", ""Heather Merkel"", ""Makayla Merkel"", ""Roy Nowlin"", ""Petronia Paley"", ""Dorsea Palmer"", ""Jillian Pedone"", ""Doug Plaut"", ""Portia"", ""Robyn Pugh"", ""Madison Riley"", ""Sergi Robles"", ""Jacinto Romero"", ""Kristen Romond"", ""Michael Ruggiere"", ""Lucas Saiter"", ""Cliff Samara"", ""Jason B. Schmidt"", ""Casey Smith"", ""Eshita Starr"", ""Kathy Tong"", ""Will Torres"", ""Tashiana Washington"", ""Roger Yeh"", ""Benjamin Eakeley"", ""Alanna Fox"", ""Andi Matichak""]","[""Kristin Hanggi""]","[""cheating"", ""male female relationship"", ""lgbt"", ""young love"", ""woman director"", ""based on young adult novel""]"
"[""Drama""]",312221,tt3076658,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",/8OkGJkcgdW24F7BgIv39uEqspNy.jpg,11/25/2015,173567581,133,"[""English""]",Your legacy is more than a name,Creed,7.3,1963,/lBX2EklMBEK5I0OIJWVJFr3DtmS.jpg,"[""Michael B. Jordan"", ""Sylvester Stallone"", ""Graham McTavish"", ""Tessa Thompson"", ""Phylicia Rashād"", ""Hans Marrero"", ""Will Blagrove"", ""Tony Bellew"", ""Ritchie Coster"", ""Jacob 'Stitch' Duran"", ""Malik Bazille"", ""Wood Harris"", ""Gabe Rosado"", ""Buddy Osborn"", ""Rupal Pujara"", ""Liev Schreiber"", ""Andre Ward"", ""Ricardo 'Padman' McGill"", ""Brian Anthony Wilson"", ""Joey Eye"", ""Johanna Tolentino"", ""Tone Trump"", ""Kash Goins"", ""Michael Barker"", ""Clare O'Malley"", ""Kevin King Templeton"", ""Roy James Wilson"", ""Mauricio Ovalle"", ""Mark Smith"", ""Josue Rivera"", ""Derrick Webster"", ""Manny Ayala"", ""Anthony Martins"", ""Ricardo Vera"", ""Shawn Clark"", ""Christian D. Ellison"", ""Frank Pesce"", ""Robert Sale"", ""Richard Lyntton"", ""Kathleen M. Deegan"", ""Marquise Noel"", ""Elvis Grant"", ""Max Kellerman"", ""Jim Lampley"", ""Michael Buffer"", ""Michael Wilbon"", ""Tony Kornheiser"", ""Hannah Storm"", ""Alex Henderson"", ""Khareem Hinton"", ""Noah Coogler"", ""Nelson Bonilla"", ""Troy Faruk"", ""Angela Davis"", ""Claire Bronson"", ""Deborah Ingersoll"", ""Robert Douglas"", ""Troy K. Weston"", ""Ludwig Göransson"", ""Moses Sumney"", ""Kenneth Martin"", ""Jermaine Holt"", ""Horace Knight"", ""Sli Lewis"", ""Brionna Maria Lynch"", ""Jalil Jay Lynch"", ""Zedric Harris"", ""Christopher Jon Gombos"", ""Jeff Ward"", ""Terry Lee Fields II"", ""Chandra Anderson"", ""Maria Breyman"", ""Stephanie Damiano"", ""Kerry Dutka""]","[""Irwin Winkler"", ""Sylvester Stallone"", ""William Chartoff"", ""Kevin King Templeton"", ""Charles Winkler"", ""Robert Chartoff"", ""David Winkler"", ""Nicolas Stern"", ""Ryan Coogler""]","[""underdog"", ""sport"", ""spin off"", ""underground fighting"", ""motivational speaker"", ""boxing""]"
"[""Crime"", ""Drama"", ""Mystery""]",339527,tt1291570,Solace,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer. After having lived in isolation for two years, since the death of his daughter, Clancy is asked by his friend Joe, an FBI special agent to help him solve several murders committed by a serial killer.",/pbcXpZgem8kgr90RwIUNAbC2ite.jpg,9/3/2015,22586863,101,"[""English""]","A serial killer who can see your future, a psychic who can save it",Solace,6.2,740,/z8pQocUi56yIAToFjrmSumQ7VAL.jpg,"[""Anthony Hopkins"", ""Jeffrey Dean Morgan"", ""Abbie Cornish"", ""Colin Farrell"", ""Marley Shelton"", ""Xander Berkeley"", ""Kenny Johnson"", ""Sharon Lawrence"", ""Janine Turner"", ""Luisa Moraes"", ""Matt Gerald"", ""Jose Pablo Cantillo"", ""Charles Lawlor""]","[""Claudia Bluemhuber"", ""Afonso Poyart"", ""Thomas Augsberger"", ""Matthias Emcke"", ""Beau Flynn"", ""Tripp Vinson""]","[""thriller"", ""serial killer"", ""psychic"", ""fbi agent"", ""intrigue""]"
"[""Crime"", ""Action"", ""Thriller""]",336004,tt3276924,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",/eKdz5i9gbzJthAxUZBBj5SVbzKR.jpg,11/13/2015,4100000,93,"[""English""]",Never make a bet you can't afford to lose.,Heist,5.6,322,/AiJMagrgEoINKw4HzeZZxcPSgYH.jpg,"[""Jeffrey Dean Morgan"", ""Robert De Niro"", ""Kate Bosworth"", ""Dave Bautista"", ""Gina Carano"", ""Mark-Paul Gosselaar"", ""D. B. Sweeney"", ""Моррис Честнат"", ""Summer Altice"", ""Rosie Fellner"", ""Alyssa Julya Smith"", ""Lydia Hull"", ""Courtney B Turk"", ""Han Soto"", ""Lance E. Nichols"", ""Stephen C. Sepher"", ""Tyler Jon Olson"", ""Hawn Tran"", ""Christopher Rob Bowen"", ""Renell Gibbs"", ""Ashley Valenzuela"", ""Elizabeth Windley"", ""Tyson Sullivan"", ""Colin Lawless"", ""Jerry Hoven"", ""Scott Herman"", ""Michael Brannon"", ""Ritchie Montgomery"", ""Ron Goleman"", ""Robert Aberdeen"", ""Rachel Kerbs"", ""Joshua Mikel"", ""Stephanie Marrero"", ""Derek DuChesne"", ""Alexis Boozer Sterling"", ""Stan Fitch"", ""Alex D'Lerma""]","[""Robert Jones"", ""George Furla"", ""Randall Emmett"", ""Richard Rionda Del Castro"", ""Vance Owen"", ""Alexander Tabrizi"", ""Barry Brooker"", ""Daniel Grodnik"", ""Stephen C. Sepher"", ""Scott Mann"", ""Stan Wertlieb"", ""Anthony Jabre"", ""Wayne Marc Godfrey"", ""Adam Goldworm"", ""Mark Stewart"", ""Montgomery Blencowe"", ""Patricia Eberle"", ""Steven Galanis"", ""David Gilbery"", ""Beth Holden-Garland"", ""Mark Kratter""]","[""casino"", ""robbery"", ""bus hijacking"", ""heist""]"
"[""Mystery"", ""Science Fiction"", ""Thriller""]",332502,tt3774790,400 Days,"4 would be astronauts spend 400 days in a land locked space simulator to test the psychological effects of deep space travel but, when something goes terribly wrong and they are forced to leave the simulation, they discover that everything on earth has changed. Is this real or is the simulation on a higher level than they could have ever imagined?",/eGH9FWmvUZsbVi3qqxXsI4v6NRw.jpg,10/29/2015,0,91,"[""English""]",Time to Kill,400 Days,4.2,193,/37bqZZ23ORR4hmvHXgJNiqlC0Vk.jpg,"[""Caity Lotz"", ""Brandon Routh"", ""Tom Cavanagh"", ""Dane Cook"", ""Ben Feldman"", ""Grant Bowler"", ""Sally Pressman"", ""Fernanda Romero"", ""Frank Ashmore""]","[""Dane Cook"", ""Gabriel Cowan"", ""John Suits"", ""Matt Osterman"", ""Curtis Raines"", ""Andrew Orci""]","[""spacecraft"", ""experiment"", ""simulation"", ""space"", ""astronaut""]"
"[""Comedy"", ""Family""]",333348,tt2279339,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",/aHJhk1aWviX9RAbbljFyPO04yrt.jpg,11/12/2015,42426912,107,"[""English""]","Christmas means comfort, joy and chaos.",Love the Coopers,5.4,169,/AgtqNrhuRr7YjNqwmglnyVfvxil.jpg,"[""Steve Martin"", ""Diane Keaton"", ""John Goodman"", ""Alan Arkin"", ""Olivia Wilde"", ""Ed Helms"", ""Amanda Seyfried"", ""Marisa Tomei"", ""Jake Lacy"", ""Anthony Mackie"", ""June Squibb"", ""Alex Borstein"", ""Jon Tenney"", ""Michelle Veintimilla"", ""Timothée Chalamet""]","[""Jessie Nelson""]","[""big family"", ""family relationships"", ""family"", ""woman director"", ""christmas""]"
"[""Adventure"", ""Science Fiction""]",299687,tt2304933,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,/37vpRkrD4OxQN0MQ7C59eszkylh.jpg,1/14/2016,109906372,112,"[""English""]",Protect Your Own,The 5th Wave,5.6,1993,/hqrwXs3KqPuU5rWoconbmQUn6rh.jpg,"[""Chloë Grace Moretz"", ""Nick Robinson"", ""Alex Roe"", ""Maika Monroe"", ""Zackary Arthur"", ""Liev Schreiber"", ""Maria Bello"", ""Maggie Siff"", ""Ron Livingston"", ""Talitha Bateman"", ""Tony Revolori"", ""Cade Canon Ball"", ""Flynn McHugh"", ""Alex MacNicoll"", ""Nadji Jeter"", ""Gabriela Lopez"", ""Bailey Anne Borders"", ""Parker Wierling"", ""Terry Serpico"", ""Charmin Lee"", ""Michael Beasley"", ""Matthew Zuk"", ""David Maldonado"", ""Paul Ryden"", ""E. Roger Mitchell"", ""Derek Roberts"", ""Geoffrey Kennedy"", ""Devin McGee"", ""Adora Dei"", ""Kevin L. Johnson"", ""Courtney Munch"", ""Kendrick Cross"", ""Chelsea Hayes"", ""Olivia Cloer"", ""Hunter Denoyelles""]","[""J Blakeson"", ""Tobey Maguire"", ""Graham King"", ""Richard Middleton"", ""Matthew Plouffe"", ""Lynn Harris""]","[""based on novel"", ""dystopia"", ""alien"", ""alien invasion"", ""human subjugation"", ""environmental disaster"", ""based on young adult novel""]"
